ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9100ABDARE,,,,Aberdare Rail Station,,,,,,-,,,,,,,E0054662,Aberdare,,,,,,,1,UKOS,300400,202800,-3.44308344608,51.71505790608,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ASHYDN,,,,Ashley Down,,,,,,-,,,,,,,E0035613,Horfield,Bristol,,,,,,1,UKOS,360047,175690,-2.5767,51.47875,RLY,,,,,,110,2025-04-25T11:18:00,2025-04-25T11:18:00,0,new,active
9100SWNACFC,,,,Corfe Castle,,,,,,-,,,,,,,E0045750,Corfe Castle,,,,,,,1,UKOS,396211,82066,-2.0551,50.6383,RLY,,,,,,110,2025-09-11T11:18:00,2025-09-11T11:18:00,0,new,active
9100BEULYPK,,,,Beaulieu Park,,,,,,-,,,,,,,E0046811,Beaulieu,,,,,,,1,UKOS,573904,209597,0.51833570,51.758057,RLY,,,,,,110,2025-08-01T09:19:00,2025-08-01T13:00:00,0,new,active
9100ELINTN,,,,East Linton,,,,,,-,,,,,,,ES001229,East Linton,,,,,,,1,UKOS,359051,677154,-2.6579,55.9856,RLY,,,,,,110,2025-04-25T15:13:00,2025-04-25T15:13:00,0,new,active
9100HBOLTN,,,,Headbolt Lane,,,,,,-,,,,,,,N0070223,Tower Hill,Kirkby,,,,,,1,UKOS,341341,399746,-2.885591,53.491136,RLY,,,,,,110,2025-04-25T15:51:00,2025-04-25T15:51:00,0,new,active
9100THANETP,,,,Thanet Parkway,,,,,,-,,,,,,,E0015407,Cliffs End,,,,,,,1,UKOS,634287,164449,1.361777,51.330843,RLY,,,,,,110,2025-04-25T16:01:00,2025-04-25T16:01:00,0,new,active
9100MSBTN,,,,Marsh Barton,,,,,,-,,,,,,,E0007704,Marsh Barton,Exeter,,,,,,1,UKOS,292667,090511,-3.52133,50.7043,RLY,,,,,,110,2025-04-25T16:01:00,2025-04-25T16:01:00,0,new,active
9100REDGGPK,,,,Reading Green Park,,,,,,-,,,,,,,N0071710,GreenPark,Reading,,,,,,1,UKOS,469525,170213,-1.001389,51.426667,RLY,,,,,,110,2025-04-25T16:37:00,2025-04-25T16:37:00,0,new,active
9100IVRNAIR,,,,Inverness Airport,,,,,,-,,,,,,,N0076589,Inverness Airport,,,,,,,1,UKOS,277050,851124,-4.0552,57.5335,RLY,,,,,,110,2025-04-25T18:15:00,2025-04-25T18:15:00,0,new,active
9100SOHAM,,,,Soham,,,,,,-,,,,,,,E0043681,Soham,,,,,,,1,UKOS,558696,273224,0.3277,52.33415,RLY,,,,,,110,2025-04-25T18:45:00,2025-04-25T18:45:00,0,new,active
9100BOWSTRT,,,,Bow Street,,,,,,-,,,,,,,E0036280,Bow Street,,,,,,,1,UKOS,262085,284378,-4.03036,52.439914,RLY,,,,,,110,2025-04-25T18:54:00,2025-04-25T18:54:00,0,new,active
9100HORD,,,,Horden,,,,,,-,,,,,,,E0010183,Horden,,,,,,,1,UKOS,444563,541225,-1.307347,54.763879,RLY,,,,,,110,2025-04-25T19:01:00,2025-04-25T19:01:00,0,new,active
9100MAGHNTH,,,,Maghull North,,,,,,-,,,,,,,E0029804,Moss Side,Maghull,,,,,,1,UKOS,339008,402620,-2.9213,53.5167,RLY,,,,,,110,2025-04-25T19:14:00,2025-04-25T19:14:00,0,new,active
9100RESTSTN,,,,Reston,,,,,,-,,,,,,,N0067219,Reston,,,,,,,1,UKOS,388036,661866,-2.19266,55.84985,RLY,,,,,,090,2025-08-21T19:14:00,2025-08-21T19:14:00,0,new,active
9100BRENTX,,,,Brent Cross West Station,,,,,,-,,,,,,,N0077635,Brent Cross,Golders Green,,,,,,0,UKOS,523085,186998,-0.22548819,51.568429,RLY,,,,,,110,2023-12-01T14:30:00,2023-12-01T13:00:00,0,new,active
9100ABDO,,,,Aberdour Rail Station,,,,,,-,,,,,,,ES000016,Aberdour,,,,,,,1,UKOS,319100,685400,-3.30056001734,56.05459191149,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ABDVY,,,,Aberdovey Rail Station,,,,,,-,,,,,,,E0054262,Aberdovey,,,,,,,1,UKOS,260600,296000,-4.05706706793,52.54395659957,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ABER,,,,Aber Rail Station,,,,,,-,,,,,,,E0035679,Aber,Caerphilly,,,,,,1,UKOS,314870,186950,-3.22982847743,51.5749655354,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ABGLELE,,,,Abergele & Pensarn Rail Station,,,,,,-,,,,,,,E0054152,Abergele,,,,,,,1,UKOS,294612,378681,-3.58262198838,53.29457303057,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ABRCYNN,,,,Abercynon North Rail Station,,,,,,-,,,,,,,E0054661,Abercynon,,,,,,,1,UKOS,308292,194891,-3.32680325647,51.64531320611,RLY,,,,,,110,2006-09-08T14:30:00,2008-05-30T14:08:00,3,revise,inactive
9100ABRCYNS,,,,Abercynon Rail Station,,,,,,-,,,,,,,E0054661,Abercynon,,,,,,,1,UKOS,308166,194686,-3.32856986148,51.643449909,RLY,,,,,,110,2006-09-08T14:30:00,2013-12-17T14:04:00,3,revise,active
9100ABRDEEN,,,,Aberdeen Rail Station,,,,,,-,,,,,,,ES000011,Aberdeen,,,,,,,1,UKOS,394127,805872,-2.0986851221,57.14370402316,RLY,,,,,,110,2006-09-08T14:30:00,2009-04-14T11:28:00,2,revise,active
9100ABRE,,,,Abererch Rail Station,,,,,,-,,,,,,,E0037427,Abererch,,,,,,,1,UKOS,240400,336100,-4.37417543673,52.89858306624,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ABRGVNY,,,,Abergavenny Rail Station,,,,,,-,,,,,,,E0054376,Abergavenny,,,,,,,1,UKOS,330500,213600,-3.0096467989,51.81668982233,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ABRYSTH,,,,Aberystwyth Rail Station,,,,,,-,,,,,,,E0054103,Aberystwyth,,,,,,,1,UKOS,258500,281600,-4.08189352291,52.41404494843,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ABWD,,,,Abbey Wood (London) Rail Station,,,,,,-,,,,,,,E0034321,Abbey Wood,London,,,,,,1,UKOS,547374,179035,0.12139411536,51.49106246827,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-10T19:32:00,2,revise,active
9100ACBG,,,,Acton Bridge Rail Station,,,,,,-,,,,,,,E0044401,Acton Bridge,,,,,,,1,UKOS,359870,374560,-2.6031265241,53.26650719553,RLY,,,,,,110,2006-09-08T14:30:00,2011-03-24T16:44:00,2,revise,active
9100ACHANLT,,,,Achanalt Rail Station,,,,,,-,,,,,,,N0078047,Achanalt,,,,,,,1,UKOS,226020,861473,-4.91385125753,57.60959583643,RLY,,,,,,110,2006-09-08T14:30:00,2010-02-25T14:34:00,3,revise,active
9100ACHHSHL,,,,Achnashellach Rail Station,,,,,,-,,,,,,,N0067796,Achnashellach,,,,,,,1,UKOS,200290,848440,-5.33305525596,57.4820742655,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ACHILCK,,,,Auchinleck Rail Station,,,,,,-,,,,,,,ES000169,Auchinleck,,,,,,,1,UKOS,255000,622000,-4.29534918715,55.47027326493,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ACHNSHN,,,,Achnasheen Rail Station,,,,,,-,,,,,,,N0067674,Achnasheen,,,,,,,1,UKOS,216403,858519,-5.07233213915,57.57928965421,RLY,,,,,,110,2006-09-08T14:30:00,2010-02-25T14:35:00,2,revise,active
9100ACKLNGT,,,,Acklington Rail Station,,,,,,-,,,,,,,N0070215,Acklington Station,Acklington,,,,,,1,UKOS,422200,601500,-1.65183461346,55.3070982414,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ACLE,,,,Acle Rail Station,,,,,,-,,,,,,,E0048437,Acle,,,,,,,1,UKOS,639900,310000,1.54391527585,52.63468201731,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ACOCKSG,,,,Acocks Green Rail Station,,,,,,-,,,,,,,E0031296,Acocks Green,Birmingham,,,,,,1,UKOS,412400,283500,-1.81897541144,52.44932277674,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ACRNGTN,,,,Accrington Rail Station,,,,,,-,,,,,,,E0015874,Accrington,,,,,,,1,UKOS,375730,428575,-2.36954777807,53.75297118076,RLY,,,,,,110,2006-09-08T14:30:00,2011-02-07T16:22:00,2,revise,active
9100ACTNCTL,,,,Acton Central Rail Station,,,,,,-,,,,,,,E0034247,Acton,London,,,,,,1,UKOS,520645,180295,-0.26297061476,51.50871627818,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-10T19:32:00,2,revise,active
9100ACTONML,,,,Acton Main Line Rail Station,,,,,,-,,,,,,,E0034247,Acton,London,,,,,,1,UKOS,520360,181230,-0.26675636171,51.51718014558,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-10T19:32:00,2,revise,active
9100ADERLYP,,,,Adderley Park Rail Station,,,,,,-,,,,,,,N0072527,Adderley Park,Birmingham,,,,,,1,UKOS,409880,287250,-1.85594442017,52.4830859425,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ADIEWEL,,,,Addiewell Rail Station,,,,,,-,,,,,,,N0067186,Addiewell,,,,,,,1,UKOS,299500,662300,-3.60652641249,55.8434089458,RLY,,,,,,110,2006-09-08T14:30:00,2010-06-23T17:34:00,2,revise,active
9100ADISHAM,,,,Adisham Rail Station,,,,,,-,,,,,,,E0047118,Adisham,,,,,,,1,UKOS,623391,153976,1.19908926763,51.24120153594,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ADLC,,,,Adlington (Cheshire) Rail Station,,,,,,-,,,,,,,E0044350,Adlington,,,,,,,1,UKOS,391200,380300,-2.13356247282,53.31955397865,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ADLESTN,,,,Addlestone Rail Station,,,,,,-,,,,,,,E0025584,Addlestone,,,,,,,1,UKOS,505587,164866,-0.48445671716,51.37304566372,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ADNL,,,,Adlington (Lancs) Rail Station,,,,,,-,,,,,,,E0047385,Adlington,,,,,,,1,UKOS,360200,413135,-2.60307081313,53.61324428059,RLY,,,,,,110,2006-09-08T14:30:00,2011-02-07T16:22:00,2,revise,active
9100ADWICK,,,,Adwick Rail Station,,,,,,-,,,,,,,E0029962,Adwick le Street,,,,,,,1,UKOS,454375,408725,-1.18035620719,53.57232071859,RLY,,,,,,110,2006-09-08T14:30:00,2010-12-20T11:06:00,2,revise,active
9100AGHTNPH,,,,Aughton Park Rail Station,,,,,,-,,,,,,,N0078849,Aughton Park,,,,,,,1,UKOS,340790,406775,-2.89522081448,53.55424741626,RLY,,,,,,110,2006-09-08T14:30:00,2014-03-03T16:06:00,4,revise,active
9100AIGBURT,,,,Aigburth Rail Station,,,,,,-,,,,,,,E0029595,Aigburth,Liverpool,,Liverpool,,Aigburth,,1,UKOS,338400,385700,-2.92715492547,53.36456492063,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100AINSDAL,,,,Ainsdale Rail Station,,,,,,-,,,,,,,E0029597,Ainsdale,Southport,,Sefton,,Ainsdale,,1,UKOS,331101,412224,-3.04265200904,53.60203225634,RLY,,,,,,110,2006-09-08T14:30:00,2008-11-17T16:50:00,2,revise,active
9100AINTREE,,,,Aintree Rail Station,,,,,,-,,,,,,,E0052685,Aintree,,,Liverpool,,Aintree,,1,UKOS,336625,397890,-2.9562803142,53.47390962432,RLY,,,,,,110,2006-09-08T14:30:00,2009-01-02T12:19:00,2,revise,active
9100AIRBLES,,,,Airbles Rail Station,,,,,,-,,,,,,,ES002695,Motherwell,,,,,,,1,UKOS,275034,656191,-3.994192441,55.78283310401,RLY,,,,,,110,2006-09-08T14:30:00,2007-10-04T13:00:00,2,revise,active
9100AIRDRIE,,,,Airdrie Rail Station,,,,,,-,,,,,,,ES000054,Airdrie,,,,,,,1,UKOS,276000,665200,-3.98291206378,55.86397879776,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100AIRP,,,,Newcastle Airport Metro Station,,,,,,-,,,,,,,N0078208,Airport,Newcastle upon Tyne,,,,,,1,UKOS,418566,571308,-1.71104650989,55.03594906574,RLY,,,,,,110,2007-02-23T12:00:00,2010-10-13T14:40:00,5,revise,active
9100ALBNFCL,,,,Albany Park - Footscray Lane,,,,,,-,,,,,,,E0034030,Sidcup,London,,,,,,0,UKOS,547420,172977,0.11953227212,51.43661720573,BCQ,,,,,,110,2008-11-06T15:11:00,2009-08-21T13:15:00,2,revise,active
9100ALBNHV,,,,Albany Park - Hurst Road/Valentine Avenue,,,,,,-,,,,,,,E0034030,Sidcup,London,,,,,,0,UKOS,548285,173185,0.13205477527,51.43826060356,BCQ,,,,,,110,2008-11-06T15:14:00,2009-08-21T13:15:00,2,revise,active
9100ALBNYPK,,,,Albany Park Rail Station,,,,,,-,,,,,,,E0034030,Sidcup,London,,,,,,1,UKOS,547855,172860,0.12573715609,51.43545265496,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T16:57:00,2,revise,active
9100ALBRGHT,,,,Albrighton Rail Station,,,,,,-,,,,,,,E0050568,Albrighton,,,,,,,1,UKOS,381900,304500,-2.26889994437,52.63794224624,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ALDEDGE,,,,Alderley Edge Rail Station,,,,,,-,,,,,,,E0044352,Alderley Edge,,,,,,,1,UKOS,384317,378563,-2.23679906922,53.30378012757,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ALDMSTN,,,,Aldermaston Rail Station,,,,,,-,,,,,,,E0053816,Aldermaston,,,,,,,1,UKOS,460100,167345,-1.1374238096,51.40196169823,RLY,,,,,,110,2006-09-08T14:30:00,2011-01-24T11:10:00,2,revise,active
9100ALDRSHT,,,,Aldershot Rail Station,,,,,,-,,,,,,,E0013319,Aldershot,,,,,,,1,UKOS,486656,150424,-0.75985979888,51.24641837711,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100ALDTON,,,,Aldrington Rail Station,,,,,,-,,,,,,,E0057156,Hove,,,,,,,1,UKOS,527984,105666,-0.18382143408,50.83638383869,RLY,,,,,,110,2006-09-08T14:30:00,2009-10-15T16:33:00,3,revise,active
9100ALERTN,,,,Liverpool South Parkway Rail Station,,,,,,-,,,,,,,E0029706,Garston,Liverpool,,Liverpool,,Allerton,,1,UKOS,340921,384909,-2.88912776514,53.3577440907,RLY,,,,,,110,2006-09-08T14:30:00,2015-12-01T13:27:00,13,revise,active
9100ALEXNDP,,,,Alexandra Palace Rail Station,,,,,,-,,,,,,,N0077741,Alexandra Palace,London,,,,,,1,UKOS,530295,190460,-0.12023513932,51.59792399595,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-10T19:34:00,3,revise,active
9100ALFRETN,,,,Alfreton Rail Station,,,,,,-,,,,,,,E0044946,Alfreton,,,,,,,1,UKOS,442300,356100,-1.36969607227,53.10043172212,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ALLENSW,,,,Allens West Rail Station,,,,,,-,,,,,,,E0042063,Eaglescliffe,Yarm,,,,,,1,UKOS,441449,514558,-1.36111669221,54.52462276218,RLY,,,,,,110,2006-09-08T14:30:00,2009-10-15T16:34:00,2,revise,active
9100ALLOA,,,,Alloa Rail Station,,,,,,-,,,,,,,ES000069,Alloa,,,,,,,1,UKOS,288800,693115,-3.79005562154,56.11778919186,RLY,,,,,,110,2007-02-09T15:00:00,2010-07-12T14:38:00,6,revise,active
9100ALNESS,,,,Alness Rail Station,,,,,,-,,,,,,,ES000077,Alness,,,,,,,1,UKOS,266000,869400,-4.24971628511,57.69439411691,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ALNMOTH,,,,Alnmouth Rail Station,,,,,,-,,,,,,,E0049880,Lesbury,Alnmouth Village,,,,,,1,UKOS,423115,611040,-1.63663765884,55.39277757806,RLY,,,,,,110,2006-09-08T14:30:00,2010-12-20T11:18:00,3,revise,active
9100ALRESFD,,,,Alresford (Essex) Rail Station,,,,,,-,,,,,,,E0046350,Alresford,,,,,,,1,UKOS,606525,221515,0.9974365883,51.85400078986,RLY,,,,,,110,2006-09-08T14:30:00,2010-10-06T14:29:00,2,revise,active
9100ALSAGER,,,,Alsager Rail Station,,,,,,-,,,,,,,E0044257,Alsager,,,,,,,0,UKOS,380070,355130,-2.29905753309,53.09300333618,RLY,,,,,,110,2006-09-08T14:30:00,2011-11-02T15:42:00,3,revise,active
9100ALSHAM,,,,Aylesham Rail Station,,,,,,-,,,,,,,E0047154,Aylesham,,,,,,,1,UKOS,624182,152457,1.2094529054,51.22725429648,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ALTHORN,,,,Althorne Rail Station,,,,,,-,,,,,,,E0046303,Althorne,,,,,,,1,UKOS,590524,197929,0.7524835631,51.6478704748,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ALTNBRC,,,,Altnabreac Rail Station,,,,,,-,,,,,,,N0067845,Forsinard,,,,,,,1,UKOS,300340,945680,-3.70628021863,58.38814827615,RLY,,,,,,110,2006-09-08T14:30:00,2010-02-25T14:29:00,2,revise,active
9100ALTON,,,,Alton Rail Station,,,,,,-,,,,,,,E0046747,Alton,,,,,,,1,UKOS,472352,139697,-0.96691319996,51.15196879112,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100ALTPE,,,,Althorpe Rail Station,,,,,,-,,,,,,,N0060037,Keadby,,,,,,,1,UKOS,483960,410625,-0.73318220149,53.58550078559,RLY,,,,,,110,2006-09-08T14:30:00,2011-05-23T14:55:00,3,revise,active
9100ALTRNHM,,,,Altrincham Rail Station,,,,,,-,,,,,,,E0028261,Altrincham,,,,,,,1,UKOS,377026,387931,-2.34688878555,53.38771656569,RLY,,,,,,110,2006-09-08T14:30:00,2010-10-13T14:35:00,4,revise,active
9100ALVCHRC,,,,Alvechurch Rail Station,,,,,,-,,,,,,,E0056895,Alvechurch,,,,,,,1,UKOS,402300,272000,-1.96766049449,52.34607058592,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ALVCRLP,,,,Alvechurch - Red Lion PH,,,,,,-,,,,,,,E0056895,Alvechurch,,,,,,,0,UKOS,402756,272755,-1.96096067589,52.35285614652,BCQ,,,,,,110,2008-11-06T15:15:00,2009-08-21T13:15:00,2,revise,active
9100ALXANDR,,,,Alexandria Rail Station,,,,,,-,,,,,,,ES000063,Alexandria,,,,,,,1,UKOS,239300,679900,-4.57748423627,55.98508314964,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ALXPD,,,,Alexandra Parade Rail Station,,,,,,-,,,,,,,ES001021,Dennistoun,Glasgow,,,,,,1,UKOS,261747,665542,-4.21064800754,55.86317091519,RLY,,,,,,110,2006-09-08T14:30:00,2011-07-07T14:04:00,3,revise,active
9100AMBERGT,,,,Ambergate Rail Station,,,,,,-,,,,,,,E0006492,Ambergate,,,,,,,1,UKOS,434900,351600,-1.4806974242,53.06051632822,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100AMERSHM,,,,Amersham Rail Station,,,,,,-,,,,,,,E0044054,Amersham,,,,,,,1,UKOS,496379,198188,-0.60759605596,51.67420579888,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100AMLY,,,,Amberley Rail Station,,,,,,-,,,,,,,E0052152,Amberley,,,,,,,1,UKOS,502632,111812,-0.54199232704,50.89668002212,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100AMMANFD,,,,Ammanford Rail Station,,,,,,-,,,,,,,E0054030,Ammanford,,,,,,,1,UKOS,262400,212700,-3.99673488783,51.79597472721,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ANCASTR,,,,Ancaster Rail Station,,,,,,-,,,,,,,E0048115,Ancaster,,,,,,,1,UKOS,498400,344375,-0.53562365209,52.98768735647,RLY,,,,,,110,2006-09-08T14:30:00,2011-05-23T14:50:00,2,revise,active
9100ANDOVER,,,,Andover Rail Station,,,,,,-,,,,,,,E0013337,Andover,,,,,,,1,UKOS,435565,145938,-1.49223291317,51.21154688023,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ANDRSTN,,,,Anderston Rail Station,,,,,,-,,,,,,,ES003921,Glasgow,,,,,,,1,UKOS,257960,665300,-4.27097904299,55.85989696643,RLY,,,,,,110,2006-09-08T14:30:00,2011-07-07T13:58:00,2,revise,active
9100ANERLEY,,,,Anerley Rail Station,,,,,,-,,,,,,,E0034067,Anerley,London,,,,,,1,UKOS,534605,169900,-0.06588583993,51.41215298564,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-10T19:35:00,2,revise,active
9100ANGELRD,,,,Angel Road Rail Station,,,,,,-,,,,,,,E0034318,Upper Edmonton,London,,,,,,1,UKOS,535200,192200,-0.0487913406,51.61240492759,RLY,,,,,,110,2006-09-08T14:30:00,2025-05-13T14:37:00,3,revise,inactive
9100ANGMRNG,,,,Angmering Rail Station,,,,,,-,,,,,,,E0052055,Angmering,,,,,,,1,UKOS,506513,102979,-0.48939393986,50.81657531232,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ANNAN,,,,Annan Rail Station,,,,,,-,,,,,,,ES000097,Annan,,,,,,,1,UKOS,319300,566200,-3.26258045813,54.98383526891,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ANSDELL,,,,Ansdell & Fairhaven Rail Station,,,,,,-,,,,,,,E0015826,Ansdell,,,,,,,1,UKOS,334601,427689,-2.99303395065,53.74146228451,RLY,,,,,,110,2006-09-08T14:30:00,2009-10-15T16:28:00,2,revise,active
9100ANSL,,,,Anniesland Rail Station,,,,,,-,,,,,,,N0067986,Anniesland,Glasgow,,,,,,1,UKOS,254880,668683,-4.32195682994,55.88935027219,RLY,,,,,,110,2006-09-08T14:30:00,2011-07-07T15:02:00,3,revise,active
9100APBY,,,,Appleby Rail Station,,,,,,-,,,,,,,E0055511,Appleby-in-Westmorland,,,,,,,1,UKOS,368640,520680,-2.48669223087,54.58034642846,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100APDR,,,,Appledore (Kent) Rail Station,,,,,,-,,,,,,,E0047077,Appledore,,,,,,,1,UKOS,597566,129760,0.81634166033,51.03323728979,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100APERLYB,,,,Apperley Bridge Rail Station,,,,,,-,,,,,,,E0032193,Apperley Bridge,Bradford,,Apperley Bridge,,,,0,UKOS,419454,438429,-1.70582848003,53.84174897167,RLY,,,,,,110,2015-03-26T10:00:00,2015-03-26T10:14:00,1,revise,active
9100APLYBDG,,,,Appley Bridge Rail Station,,,,,,-,,,,,,,E0016457,Appley Bridge,,,,,,,1,UKOS,352475,409360,-2.71925209845,53.57867074359,RLY,,,,,,110,2006-09-08T14:30:00,2011-02-07T16:23:00,2,revise,active
9100APPLEFD,,,,Appleford Rail Station,,,,,,-,,,,,,,E0050416,Appleford,,,,,,,1,UKOS,452542,193698,-1.24214140361,51.63964121574,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100APSLEY,,,,Apsley Rail Station,,,,,,-,,,,,,,N0076177,Apsley,Hemel Hempstead,,,,,,1,UKOS,506245,204874,-0.46293473253,51.73252176017,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ARBROTH,,,,Arbroath Rail Station,,,,,,-,,,,,,,ES000115,Arbroath,,,,,,,1,UKOS,363900,741000,-2.58893139426,56.559573741,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ARCHRAT,,,,Arrochar & Tarbet Rail Station,,,,,,-,,,,,,,ES000155,Arrochar,,,,,,,1,UKOS,231200,704600,-4.72277004057,56.20397079227,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ARDGAY,,,,Ardgay Rail Station,,,,,,-,,,,,,,N0067686,Ardgay,,,,,,,1,UKOS,260030,890446,-4.36208920609,57.88145239367,RLY,,,,,,110,2006-09-08T14:30:00,2010-02-25T14:32:00,2,revise,active
9100ARDLUI,,,,Ardlui Rail Station,,,,,,-,,,,,,,N0068330,Ardlui,,,,,,,1,UKOS,231700,715500,-4.72165737568,56.30196654417,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ARDRSHB,,,,Ardrossan Harbour Rail Station,,,,,,-,,,,,,,ES000137,Ardrossan,,,,,,,1,UKOS,222540,642090,-4.82111037688,55.63987223045,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ARDRSSB,,,,Ardrossan South Beach Rail Station,,,,,,-,,,,,,,ES000137,Ardrossan,,,,,,,1,UKOS,223799,642211,-4.80121139475,55.64141617387,RLY,,,,,,110,2006-09-08T14:30:00,2007-10-11T13:00:00,2,revise,active
9100ARDRSTN,,,,Ardrossan Town Rail Station,,,,,,-,,,,,,,ES000137,Ardrossan,,,,,,,1,UKOS,223070,642050,-4.81267519968,55.63970646967,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ARDWICK,,,,Ardwick Rail Station,,,,,,-,,,,,,,E0028484,Ardwick,Manchester,,,,,,1,UKOS,385871,397223,-2.21432180977,53.47154982765,RLY,,,,,,110,2006-09-08T14:30:00,2008-12-24T15:11:00,2,revise,active
9100ARGYLST,,,,Argyle Street Rail Station,,,,,,-,,,,,,,ES003921,Glasgow,,,,,,,1,UKOS,259220,664970,-4.25069388384,55.8573039361,RLY,,,,,,110,2006-09-08T14:30:00,2010-10-13T14:35:00,2,revise,active
9100ARISAIG,,,,Arisaig Rail Station,,,,,,-,,,,,,,N0067742,Arisaig,,,,,,,1,UKOS,166400,786700,-5.83907767832,56.9125463927,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100ARLSEY,,,,Arlesey Rail Station,,,,,,-,,,,,,,E0043871,Arlesey,,,,,,,1,UKOS,519045,237820,-0.26631975935,52.02603126054,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
